,,bilateral,inconclusive,left,right
1.49,-0.73,0.000118091600007,0.000218074141999,1.84534285803e-07,0.999663649724
1.5,-0.73,0.000119270681837,0.000217517497377,1.87214914943e-07,0.999663024606
1.51,-0.73,0.000120460944187,0.000216961073683,1.89957940806e-07,0.999662388024
1.52,-0.73,0.000121662393803,0.000216404807423,1.92764977451e-07,0.999661740034
1.53,-0.73,0.00012287503391,0.000215848635868,1.95637686216e-07,0.999661080693
1.54,-0.73,0.000124098864176,0.000215292497164,1.98577777075e-07,0.999660410061
1.55,-0.73,0.000125333880685,0.000214736330449,2.01587010038e-07,0.999659728202
1.56,-0.73,0.000126580075909,0.000214180075973,2.04667196573e-07,0.999659035181
1.57,-0.73,0.000127837438701,0.000213623675218,2.07820201077e-07,0.999658331066
1.58,-0.73,0.000131452289493,0.000213095898594,2.09812296637e-07,0.999655242
1.59,-0.73,0.000132758947086,0.000212538394833,2.13084167417e-07,0.999654489574
1.6,-0.73,0.000134077026711,0.000211980588069,2.16434114207e-07,0.999653725951
1.61,-0.73,0.000135406506335,0.000211422425787,2.19864211217e-07,0.999652951204
1.62,-0.73,0.000136747360423,0.00021086385737,2.23376593129e-07,0.999652165406
1.63,-0.73,0.00013809955999,0.000210304834242,2.26973456787e-07,0.999651368632
1.64,-0.73,0.000139463072664,0.000209745310002,2.30657062937e-07,0.99965056096
1.65,-0.73,0.000140837862755,0.000209185240568,2.34429738009e-07,0.999649742467
1.66,-0.73,0.000142223891344,0.000208624584312,2.38293875939e-07,0.99964891323
1.67,-0.73,0.000143621116379,0.000208063302206,2.42251940051e-07,0.999648073329
1.68,-0.73,0.000145029492785,0.000207501357951,2.46306464973e-07,0.999647222843
1.69,-0.73,0.000146448972589,0.000206938718123,2.50460058615e-07,0.999646361849
-0.1,-0.72,3.99142566358e-05,0.00042824224451,7.96737358546e-08,0.999531763825
-0.09,-0.72,4.01329733911e-05,0.000426602846876,7.98276250483e-08,0.999533184352
-0.08,-0.72,4.03541266334e-05,0.000424973545011,7.99889530837e-08,0.999534592339
-0.07,-0.72,4.05777470072e-05,0.000423354280038,8.01576724674e-08,0.999535987815
-0.06,-0.72,4.08038657411e-05,0.000421744993442,8.03337330475e-08,0.999537370807
-0.05,-0.72,4.10325146566e-05,0.000420145627059,8.05170918736e-08,0.999538741341
-0.04,-0.72,4.1263726176e-05,0.00041855612307,8.070773651e-08,0.999540099443
-0.03,-0.72,4.14975333307e-05,0.000416976423985,8.09056034701e-08,0.999541445137
-0.02,-0.72,4.17339697697e-05,0.000415406472633,8.11106624108e-08,0.999542778447
-0.01,-0.72,4.19730697674e-05,0.000413846212151,8.13228870161e-08,0.999544099395
-5.55111512313e-17,-0.72,4.22148682321e-05,0.000412295585972,8.1542254849e-08,0.999545408004
0.01,-0.72,4.24594007142e-05,0.000410754537817,8.17687472298e-08,0.999546704293
0.02,-0.72,4.27067034143e-05,0.000409223011678,8.20023490511e-08,0.999547988283
0.03,-0.72,4.30415623335e-05,0.000409796901606,8.09868357468e-08,0.999547080549
0.04,-0.72,4.32953316941e-05,0.00040828575084,8.12343186781e-08,0.999548337683
0.05,-0.72,4.35519917032e-05,0.000406783959286,8.14894577593e-08,0.99954958256
0.06,-0.72,4.37287111097e-05,0.000402962423416,8.30802984569e-08,0.999553225785
0.07,-0.72,4.39258891155e-05,0.000399175207489,8.27264014286e-08,0.999556816177
0.08,-0.72,4.41898859459e-05,0.000397727951662,8.29632481828e-08,0.999557999199
0.09,-0.72,4.44569118817e-05,0.000396289701255,8.32099050649e-08,0.999559170177
0.1,-0.72,4.4727008281e-05,0.000394860403858,8.34647045087e-08,0.999560329123
0.11,-0.72,4.50002172119e-05,0.000393440007229,8.37271085745e-08,0.999561476048
0.12,-0.72,4.527658146e-05,0.000392028459274,8.39971320419e-08,0.999562610962
0.13,-0.72,4.5556144534e-05,0.000390625708045,8.42747924828e-08,0.999563733873
0.14,-0.72,4.50269875138e-05,0.000384485404701,8.20850514576e-08,0.999570405523
0.15,-0.72,4.53058355474e-05,0.000383139468378,8.23072542078e-08,0.999571472389
0.16,-0.72,4.55879047885e-05,0.000381801826493,8.25392917628e-08,0.999572527729
0.17,-0.72,4.58732398533e-05,0.000380472432322,8.27797322354e-08,0.999573571548
0.18,-0.72,4.61618861126e-05,0.00037915123924,8.30285921924e-08,0.999574603846
0.19,-0.72,4.6453889701e-05,0.000377838200717,8.32871758692e-08,0.999575624622
0.2,-0.72,4.67492975245e-05,0.00037653327032,8.35548903365e-08,0.999576633877
0.21,-0.72,4.70481572666e-05,0.000375236401694,8.38311518886e-08,0.99957763161
0.22,-0.72,4.71799369746e-05,0.000371616664118,8.53734572833e-08,0.999581118025
0.23,-0.72,4.74839806609e-05,0.0003703460656,8.56529998126e-08,0.999582084301
0.24,-0.72,4.77915971283e-05,0.000369083354479,8.5942618788e-08,0.999583039106
0.25,-0.72,4.81028367193e-05,0.000367828485088,8.6241025753e-08,0.999583982437
0.26,-0.72,4.84177505724e-05,0.000366581411787,8.65487856358e-08,0.999584914289
0.27,-0.72,4.8736390627e-05,0.000365342088953,8.68666215453e-08,0.999585834654
0.28,-0.72,4.90588096275e-05,0.000364110470978,8.7193422006e-08,0.999586743526
0.29,-0.72,4.93850611271e-05,0.000362886512247,8.7529236446e-08,0.999587640897
0.3,-0.72,4.97151994908e-05,0.000361670167136,8.78741169059e-08,0.999588526759
0.31,-0.72,5.00492798983e-05,0.000360461389997,8.82291258808e-08,0.999589401101
0.32,-0.72,5.03873583469e-05,0.000359260135153,8.8594541906e-08,0.999590263912
0.33,-0.72,5.07294916527e-05,0.000358066356886,8.89724988176e-08,0.999591115179
0.34,-0.72,5.10757374505e-05,0.000356880009417,8.93633298766e-08,0.99959195489
0.35,-0.72,5.14261541993e-05,0.000355701046933,8.97643997089e-08,0.999592783034
0.36,-0.72,5.17808011795e-05,0.000354529423554,9.01752117335e-08,0.9995935996
0.37,-0.72,5.21397384918e-05,0.000353365093315,9.0595845388e-08,0.999594404572
0.38,-0.72,5.25030270575e-05,0.00035220801017,9.10263828586e-08,0.999595197936
0.39,-0.72,5.25355839588e-05,0.000348719516031,9.21469077113e-08,0.999598652753
0.4,-0.72,5.29047328693e-05,0.00034760435111,9.25565378743e-08,0.999599398359
0.41,-0.72,5.32783737817e-05,0.000346495942959,9.29770250353e-08,0.999600132706
0.42,-0.72,5.36565698768e-05,0.000345394249376,9.34084411013e-08,0.999600855772
0.43,-0.72,5.36035736715e-05,0.000339621002886,9.62238576716e-08,0.9996066792
0.44,-0.72,5.53223937685e-05,0.000338226622037,9.60393486297e-08,0.999606354945
0.45,-0.72,5.57234711346e-05,0.000337159562035,9.64602961169e-08,0.999607020507
0.46,-0.72,5.61293663132e-05,0.000336098904517,9.68935729473e-08,0.999607674836
0.47,-0.72,5.6540143936e-05,0.000335044606818,9.73385609773e-08,0.999608317911
0.48,-0.72,5.69558693241e-05,0.000333996626128,9.77948261549e-08,0.99960894971
0.49,-0.72,5.73766084803e-05,0.000332954919481,9.82639799585e-08,0.999609570208
0.5,-0.72,5.78024280813e-05,0.000331919443772,9.8745525438e-08,0.999610179383
0.51,-0.72,5.8233395469e-05,0.000330890155744,9.92402033274e-08,0.999610777209
0.52,-0.72,5.75250795543e-05,0.000327381804118,9.26266931096e-08,0.99961500049
0.53,-0.72,5.79574121204e-05,0.000326385257415,9.30679753689e-08,0.999615564262
0.54,-0.72,5.8395004542e-05,0.000325394699761,9.35213415001e-08,0.999616116774
0.55,-0.72,5.88379289074e-05,0.000324410091159,9.39869060985e-08,0.999616657993
0.56,-0.72,5.92862581051e-05,0.000323431391391,9.44647879346e-08,0.999617187886
0.57,-0.72,5.97400658163e-05,0.000322458560013,9.49551099978e-08,0.999617706419
0.58,-0.72,6.01994265073e-05,0.000321491556351,9.5457999547e-08,0.999618213559
0.59,-0.72,6.06644154206e-05,0.000320530339501,9.59735881539e-08,0.999618709271
0.6,-0.72,6.11351085662e-05,0.000319574868326,9.65030799403e-08,0.99961919352
0.61,-0.72,6.16115827122e-05,0.000318625101453,9.7046641004e-08,0.999619666269
0.62,-0.72,6.2093915375e-05,0.000317680997276,9.76033961719e-08,0.999620127484
0.63,-0.72,6.25821848091e-05,0.000316742513952,9.81734974235e-08,0.999620577128
0.64,-0.72,6.30764699964e-05,0.000315809609403,9.87571014766e-08,0.999621015164
0.65,-0.72,6.35768506356e-05,0.000314882241311,9.93543698711e-08,0.999621441554
0.66,-0.72,6.4083407131e-05,0.000313960367128,9.99654690606e-08,0.99962185626
0.67,-0.72,6.45962205811e-05,0.000313043944069,1.00590570511e-07,0.999622259245
0.68,-0.72,6.51153727674e-05,0.000312132929119,1.01229850802e-07,0.999622650468
0.69,-0.72,6.56409461425e-05,0.000311227279032,1.01883491741e-07,0.999623029891
0.7,-0.72,6.61730238115e-05,0.000310326950313,1.02553476032e-07,0.999623397472
0.71,-0.72,6.50867846396e-05,0.000309960210461,1.04197962606e-07,0.999624848807
0.72,-0.72,6.53234525197e-05,0.000306782848499,1.06134482377e-07,0.999627787565
0.73,-0.72,6.58769606408e-05,0.000305910599764,1.06836798457e-07,0.999628105603
0.74,-0.72,6.64373066797e-05,0.000305043439311,1.07554473686e-07,0.9996284117
0.75,-0.72,6.83740911177e-05,0.000303933776387,1.07678400777e-07,0.999627584454
0.76,-0.72,6.89618000407e-05,0.000303072289403,1.08417193059e-07,0.999627857493
0.77,-0.72,6.95566275598e-05,0.000302215684789,1.09171887345e-07,0.999628118516
0.78,-0.72,7.01586575056e-05,0.000301363914787,1.09942718502e-07,0.999628367485
0.79,-0.72,7.07679741204e-05,0.000300516931445,1.10729928232e-07,0.999628604365
0.8,-0.72,7.13846620469e-05,0.000299674686624,1.11533765278e-07,0.999628829118
0.81,-0.72,7.20088063159e-05,0.000298837131999,1.12354485631e-07,0.999629041707
0.82,-0.72,7.26404923364e-05,0.00029800421907,1.13192352762e-07,0.999629242096
0.83,-0.72,7.32798058841e-05,0.000297175899161,1.14048796421e-07,0.999629430246
0.84,-0.72,7.39268330922e-05,0.000296352123434,1.1492389204e-07,0.99962960612
0.85,-0.72,7.45816604417e-05,0.000295532842887,1.15817042424e-07,0.99962976968
0.86,-0.72,7.52443747521e-05,0.000294718008358,1.16728545722e-07,0.999629920888
0.87,-0.72,7.59150631733e-05,0.000293907570527,1.17658708904e-07,0.999630059708
0.88,-0.72,7.65938131766e-05,0.000293101479922,1.18607848052e-07,0.999630186099
0.89,-0.72,7.72807125473e-05,0.000292299686914,1.19578157407e-07,0.999630300022
0.9,-0.72,7.79758493772e-05,0.000291502141724,1.20568423063e-07,0.99963040144
0.91,-0.72,7.86793120553e-05,0.000290708794413,1.21579525465e-07,0.999630490314
0.92,-0.72,7.9391189262e-05,0.000289919594886,1.22612389843e-07,0.999630566603
0.93,-0.72,8.01115699642e-05,0.000289134492897,1.23666109937e-07,0.999630630271
0.94,-0.72,8.08405434025e-05,0.000288353438028,1.24741068262e-07,0.999630681278
0.95,-0.72,8.15781990851e-05,0.000287576379687,1.25837658913e-07,0.999630719584
0.96,-0.72,8.23246267794e-05,0.000286803267101,1.26956287948e-07,0.99963074515
0.97,-0.72,8.30799165023e-05,0.000286034049309,1.2809737377e-07,0.999630757937
0.98,-0.72,8.38441585104e-05,0.000285268675145,1.29261347524e-07,0.999630757905
0.99,-0.72,8.46174432887e-05,0.000284507093231,1.30448653502e-07,0.999630745015
1.0,-0.72,8.53998615382e-05,0.000283749251958,1.31659749562e-07,0.999630719227
1.01,-0.72,8.76947329656e-05,0.000282803047053,1.31941934558e-07,0.999629370278
1.02,-0.72,8.850894206e-05,0.000282050617669,1.33179199009e-07,0.999629307261
1.03,-0.72,8.9332368541e-05,0.000281301754788,1.34441394595e-07,0.999629231435
1.04,-0.72,8.96596536047e-05,0.00027817057799,1.36725198115e-07,0.999632033043
1.05,-0.72,9.04937075358e-05,0.000277434642669,1.38018617959e-07,0.999631933631
1.06,-0.72,9.13370646596e-05,0.000276702071277,1.39338346034e-07,0.999631821526
1.07,-0.72,9.21898011271e-05,0.000275972809407,1.40686848101e-07,0.999631696703
1.08,-0.72,9.30519929748e-05,0.000275246802327,1.42064690187e-07,0.99963155914
1.09,-0.72,9.39237160901e-05,0.00027452399495,1.4347110534e-07,0.999631408818
1.1,-0.72,9.48050461965e-05,0.000273804331804,1.44906252284e-07,0.999631245716
1.11,-0.72,9.56960588337e-05,0.000273087757023,1.46370766054e-07,0.999631069813
1.12,-0.72,9.65968293343e-05,0.000272374214324,1.4786530105e-07,0.999630881091
1.13,-0.72,9.75074327979e-05,0.00027166364699,1.49390531571e-07,0.99963067953
1.14,-0.72,9.84279440615e-05,0.000270955997851,1.5094715237e-07,0.999630465111
1.15,-0.72,9.93584376676e-05,0.000270251209267,1.52535879205e-07,0.999630237817
1.16,-0.72,0.000100298987829,0.000269549223108,1.54157449424e-07,0.999629997632
1.17,-0.72,0.000101249668389,0.000268849980738,1.55812622546e-07,0.999629744538
1.18,-0.72,0.000102210552781,0.000268153422998,1.57502180859e-07,0.999629478522
1.19,-0.72,0.000103181713981,0.00026745949019,1.59226930038e-07,0.999629199569
1.2,-0.72,0.00010416322446,0.000266768122067,1.60987699774e-07,0.999628907666
1.21,-0.72,0.00010515515613,0.000266079257815,1.62785344417e-07,0.999628602801
1.22,-0.72,0.000106157580289,0.000265392836049,1.6462074364e-07,0.999628284963
1.23,-0.72,0.000107170567558,0.000264708794799,1.66494803121e-07,0.999627954143
1.24,-0.72,0.000108194187822,0.000264027071507,1.68408455236e-07,0.999627610332
1.25,-0.72,0.000109228510158,0.000263347603021,1.70362659783e-07,0.999627253524
1.26,-0.72,0.00011027360277,0.000262670325596,1.72358404722e-07,0.999626883713
1.27,-0.72,0.00011132953291,0.000261995174894,1.74396706925e-07,0.999626500895
1.28,-0.72,0.000112396366804,0.000261322085987,1.76478612971e-07,0.999626105069
1.29,-0.72,0.00011347416957,0.00026065099337,1.78605199942e-07,0.999625696232
1.3,-0.72,0.000114563005136,0.000259981830964,1.8077757626e-07,0.999625274386
1.31,-0.72,0.000115662936153,0.00025931453214,1.8299688254e-07,0.999624839535
1.32,-0.72,0.00011458110465,0.000256679555427,1.70553649043e-07,0.999628568786
1.33,-0.72,0.000115694980944,0.000256041915181,1.72764805627e-07,0.999628090339
1.34,-0.72,0.000116820275015,0.000255405642728,1.75026953239e-07,0.999627599055
1.35,-0.72,0.000117957041635,0.000254770667707,1.77341345611e-07,0.999627094949
1.36,-0.72,0.000119105333654,0.000254136919549,1.79709272892e-07,0.999626578038
1.37,-0.72,0.000120265201912,0.000253504327509,1.8213206273e-07,0.999626048339
1.38,-0.72,0.000121436695156,0.000252872820716,1.84611081382e-07,0.999625505873
1.39,-0.72,0.000122619859949,0.000252242328215,1.87147734869e-07,0.999624950664
1.4,-0.72,0.000123814740584,0.000251612779028,1.89743470149e-07,0.999624382737
1.41,-0.72,0.00012325611401,0.000251270589601,1.94465283068e-07,0.999625278831
1.42,-0.72,0.000124477948018,0.000250645342655,1.97214942874e-07,0.999624679494
1.43,-0.72,0.000125712196138,0.000250020805751,2.00028341974e-07,0.99962406697
1.44,-0.72,0.000126958892972,0.000249396904123,2.02907094242e-07,0.999623441296
1.45,-0.72,0.000126831790045,0.000246339668483,2.05652652183e-07,0.999626622889
1.46,-0.72,0.000128081736739,0.000245724744257,2.08608705168e-07,0.99962598491
1.47,-0.72,0.000131679343784,0.000245152106872,2.10456853117e-07,0.999622958092
1.48,-0.72,0.000132980672413,0.000244537190956,2.13519538858e-07,0.999622268617
1.49,-0.72,0.000134294583525,0.000243922631205,2.16654273629e-07,0.999621566131
1.5,-0.72,0.000135621093805,0.000243308357179,2.19862919584e-07,0.999620850686
1.51,-0.72,0.00013696021621,0.000242694299146,2.23147393787e-07,0.999620122337
1.52,-0.72,0.000138311959919,0.000242080388198,2.26509669804e-07,0.999619381142
1.53,-0.72,0.000139676330284,0.000241466556371,2.29951779329e-07,0.999618627162
1.54,-0.72,0.000141053328795,0.000240852736771,2.33475813862e-07,0.999617860459
1.55,-0.72,0.000142442953054,0.0002402388637,2.37083926426e-07,0.999617081099
1.56,-0.72,0.000143845196757,0.000239624872795,2.40778333328e-07,0.999616289152
1.57,-0.72,0.000143608539499,0.000239026274484,2.45325569916e-07,0.99961711986
1.58,-0.72,0.000145038570278,0.000238415661056,2.49198800787e-07,0.99961629657
1.59,-0.72,0.000148859261995,0.00023917287351,2.7064952658e-07,0.999611697215
1.6,-0.72,0.000150320016606,0.000238543455285,2.74814987757e-07,0.999610861713
1.61,-0.72,0.000154141204044,0.000238069702525,2.77939134306e-07,0.999607511154
1.62,-0.72,0.000155642257255,0.000237437812699,2.82284085971e-07,0.999606637646
1.63,-0.72,0.00015715584283,0.000236805736598,2.86732951526e-07,0.999605751688
1.64,-0.72,0.000158681928002,0.000236173422199,2.91288542213e-07,0.999604853361
1.65,-0.72,0.000160678656084,0.0002377750728,2.96524263233e-07,0.999601249747
1.66,-0.72,0.000162235829273,0.000237152396999,3.01354874717e-07,0.999600310419
1.67,-0.72,0.00016380546734,0.000236529402519,3.06303160855e-07,0.999599358827
1.68,-0.72,0.000165387524873,0.000235906049091,3.11372339658e-07,0.999598395054
1.69,-0.72,0.000166981953339,0.000235282299658,3.16565721843e-07,0.999597419181
-0.1,-0.71,4.4180624259e-05,0.000483398668275,9.19055253304e-08,0.999472328802
-0.09,-0.71,4.43961406741e-05,0.000479212974809,9.3463865999e-08,0.999476297421
-0.08,-0.71,4.46403639396e-05,0.000477373020289,9.36941594201e-08,0.999477892922
-0.07,-0.71,4.48873464667e-05,0.000475544406483,9.3933054602e-08,0.999479474314
-0.06,-0.71,4.51371230519e-05,0.000473727065554,9.41804586661e-08,0.999481041631
-0.05,-0.71,4.53897291591e-05,0.000471920930055,9.44363186398e-08,0.999482594904
-0.04,-0.71,4.56000147439e-05,0.00046781988781,9.27344544286e-08,0.999486487363
-0.03,-0.71,4.58580037957e-05,0.000466057572652,9.29785347932e-08,0.999487991445
-0.02,-0.71,4.61189280452e-05,0.000464306100618,9.32333190807e-08,0.999489481738
-0.01,-0.71,4.63053910848e-05,0.000460248698291,9.44172087655e-08,0.999493351493
-5.55111512313e-17,-0.71,4.65715914916e-05,0.000458530359367,9.46711597359e-08,0.999494803378
0.01,-0.71,4.68408347335e-05,0.000456822629946,9.49353733862e-08,0.9994962416
0.02,-0.71,4.71131609361e-05,0.000455125447628,9.52101605602e-08,0.999497666181
0.03,-0.71,4.73886109611e-05,0.000453438750302,9.54937965941e-08,0.999499077145
0.04,-0.71,4.76672264143e-05,0.000451762476118,9.57862690892e-08,0.999500474511
0.05,-0.71,4.79490496543e-05,0.00045009656348,9.60875700394e-08,0.999501858299
0.06,-0.71,4.82341238018e-05,0.000448440951036,9.63976956968e-08,0.999503228527
0.07,-0.71,4.85224927477e-05,0.000446795577663,9.6717099577e-08,0.999504585212
0.08,-0.71,4.88142011614e-05,0.000445160382455,9.70465857795e-08,0.99950592837
0.09,-0.71,4.91092944986e-05,0.000443535304712,9.73852965867e-08,0.999507258015
0.1,-0.71,4.94078190075e-05,0.00044192028391,9.77344485052e-08,0.999508574163
0.11,-0.71,4.97098217443e-05,0.000440315259741,9.80925781629e-08,0.999509876826
0.12,-0.71,5.00153505713e-05,0.000438720172044,9.84599598642e-08,0.999511166017
0.13,-0.71,5.03244541679e-05,0.000437134960807,9.88380445336e-08,0.999512441747
0.14,-0.71,5.06371820371e-05,0.000435559566169,9.92252422403e-08,0.999513704027
0.15,-0.71,5.09535845119e-05,0.000433993928394,9.96215880631e-08,0.999514952866
0.16,-0.71,5.1273712761e-05,0.000432437987861,1.00028190591e-07,0.999516188271
0.17,-0.71,5.15976187955e-05,0.000430891685055,1.00444650865e-07,0.999517410252
0.18,-0.71,5.19253554734e-05,0.000429354960557,1.00870430647e-07,0.999518618814
0.19,-0.71,5.22569765046e-05,0.000427827755027,1.01306706882e-07,0.999519813962
0.2,-0.71,5.25319918164e-05,0.000423993790796,1.03008432572e-07,0.999523371209
0.21,-0.71,5.28707610349e-05,0.000422494803711,1.03451930445e-07,0.999524530983
0.22,-0.71,5.32135690257e-05,0.000421005138763,1.0390567549e-07,0.999525677387
0.23,-0.71,5.35604727203e-05,0.000419524737326,1.043705941e-07,0.999526810419
0.24,-0.71,5.38249464127e-05,0.000415773075085,1.03613393146e-07,0.999530298365
0.25,-0.71,5.41793819219e-05,0.000414329729914,1.04064352639e-07,0.999531386824
0.26,-0.71,5.45380769414e-05,0.000412895378258,1.04526050416e-07,0.999532462019
0.27,-0.71,5.47454435427e-05,0.000409161245149,1.04752907173e-07,0.999535988558
0.28,-0.71,5.51114552171e-05,0.000407767478685,1.05195085516e-07,0.999537015871
0.29,-0.71,5.45952784242e-05,0.000403914669102,1.0206693998e-07,0.999541387986
0.3,-0.71,5.4961411845e-05,0.000402554916077,1.02495645419e-07,0.999542381176
0.31,-0.71,5.53319597421e-05,0.000401203561906,1.02935646246e-07,0.999543361543
0.32,-0.71,5.57069850508e-05,0.000399860554993,1.03387020637e-07,0.999544329073
0.33,-0.71,5.60865516361e-05,0.000398525843682,1.0384985033e-07,0.999545283755
0.34,-0.71,5.64707242941e-05,0.000397199376247,1.04324220614e-07,0.999546225575
0.35,-0.71,5.68595687532e-05,0.000395881100886,1.04810220304e-07,0.99954715452
0.36,-0.71,5.85730815529e-05,0.000394259502744,1.04718228968e-07,0.999547062697
0.37,-0.71,5.89857997939e-05,0.000392952516759,1.05216702859e-07,0.999547956467
0.38,-0.71,5.92636281876e-05,0.000389328227001,1.07030155201e-07,0.999551301115
0.39,-0.71,5.96845458477e-05,0.000388046005177,1.07541355807e-07,0.999552161908
0.4,-0.71,6.01105397775e-05,0.000386771629657,1.08064599844e-07,0.999553009766
0.41,-0.71,6.0541679954e-05,0.000385505047819,1.08599941855e-07,0.999553844672
0.42,-0.71,6.09780372169e-05,0.000384246206916,1.09147767575e-07,0.999554666608
0.43,-0.71,6.14196832625e-05,0.00038299505406,1.09709862086e-07,0.999555475553
0.44,-0.71,6.18666906377e-05,0.000381751536228,1.10286163777e-07,0.999556271487
0.45,-0.71,6.23191327351e-05,0.000380515600265,1.10875155142e-07,0.999557054392
0.46,-0.71,6.27770837831e-05,0.00037928719286,1.11476965249e-07,0.999557824246
0.47,-0.71,6.3240618838e-05,0.000378066260555,1.12091726847e-07,0.999558581029
0.48,-0.71,6.3709813776e-05,0.000376852749735,1.12719576389e-07,0.999559324717
0.49,-0.71,6.35061351576e-05,0.00037096973283,1.14951697444e-07,0.99956540918
0.5,-0.71,6.39796851401e-05,0.00036980901587,1.15545570305e-07,0.999566095753
0.51,-0.71,6.44590117628e-05,0.000368655183427,1.16153625244e-07,0.999566769651
0.52,-0.71,6.49441918901e-05,0.000367508186366,1.16775989311e-07,0.999567430846
0.53,-0.71,6.54353031338e-05,0.000366367975375,1.1741279385e-07,0.999568079309
0.54,-0.71,6.59324238422e-05,0.000365234500967,1.1806600423e-07,0.999568715009
0.55,-0.71,6.64356330907e-05,0.00036410771349,1.18734287099e-07,0.999569337919
0.56,-0.71,6.69450106698e-05,0.000362987563127,1.19417505335e-07,0.999569948009
0.57,-0.71,6.74606370751e-05,0.0003618739999,1.2011581052e-07,0.999570545247
0.58,-0.71,6.79825934959e-05,0.000360766973677,1.20829358909e-07,0.999571129603
0.59,-0.71,6.85109618045e-05,0.000359666434183,1.21558311508e-07,0.999571701046
0.6,-0.71,6.90458245452e-05,0.000358572330999,1.22302834169e-07,0.999572259542
0.61,-0.71,6.95872649238e-05,0.000357484613578,1.23063097695e-07,0.999572805058
0.62,-0.71,7.01353667969e-05,0.000356403231248,1.23839277948e-07,0.999573337563
0.63,-0.71,7.06902146554e-05,0.000355328133203,1.24633101322e-07,0.999573857019
0.64,-0.71,7.12518936325e-05,0.00035425926857,1.25443515335e-07,0.999574363394
0.65,-0.71,7.31600300434e-05,0.000352969266827,1.25685136405e-07,0.999573745018
0.66,-0.71,7.23236718217e-05,0.000349433392292,1.17111397856e-07,0.999578125824
0.67,-0.71,7.25114593364e-05,0.000346054809257,1.18880040187e-07,0.999581314851
0.68,-0.71,7.30995697604e-05,0.000345039998237,1.19635654794e-07,0.999581740796
0.69,-0.71,7.36948702259e-05,0.000344031025006,1.20408709825e-07,0.999582153696
0.7,-0.71,7.42974511987e-05,0.000343027839958,1.21199437827e-07,0.999582553509
0.71,-0.71,7.49074037778e-05,0.000342030393225,1.22008078391e-07,0.999582940195
0.72,-0.71,7.55248196804e-05,0.000341038634688,1.22834878322e-07,0.999583313711
0.73,-0.71,7.61497912259e-05,0.00034005251398,1.2368009182e-07,0.999583674015
0.74,-0.71,7.67824113207e-05,0.000339071980488,1.24543980668e-07,0.999584021064
0.75,-0.71,7.74227734432e-05,0.000338096983361,1.25426814431e-07,0.999584354816
0.76,-0.71,7.77779183458e-05,0.000334807836184,1.27145914318e-07,0.9995872871
0.77,-0.71,7.84299063666e-05,0.000333852508068,1.28046393172e-07,0.999587589539
0.78,-0.71,7.90898478513e-05,0.00033290254995,1.28966488691e-07,0.999587878636
0.79,-0.71,7.97578370229e-05,0.000331957910556,1.29906497662e-07,0.999588154346
0.8,-0.71,8.04339685845e-05,0.0003310185384,1.30866725707e-07,0.999588416626
0.81,-0.71,8.11183377063e-05,0.000330084381793,1.31847487553e-07,0.999588665433
0.82,-0.71,8.18110400129e-05,0.000329155388843,1.32850715343e-07,0.99958890072
0.83,-0.71,8.2512171572e-05,0.000328231507465,1.33875704443e-07,0.999589122445
0.84,-0.71,8.32218288822e-05,0.000327312685383,1.3492230295e-07,0.999589330563
0.85,-0.71,8.39401088598e-05,0.00032639887012,1.35992214656e-07,0.999589525029
0.86,-0.71,8.46671088338e-05,0.000325490009026,1.37085258088e-07,0.999589705797
0.87,-0.71,8.54029265324e-05,0.000324586049267,1.38201086059e-07,0.999589872823
0.88,-0.71,8.75887806744e-05,0.00032349840594,1.38528107532e-07,0.999588774285
0.89,-0.71,8.83586235884e-05,0.00032260209256,1.39668706967e-07,0.999588899615
0.9,-0.71,8.91375173205e-05,0.000321710513109,1.40832908276e-07,0.999589011137
0.91,-0.71,8.99255512118e-05,0.000320823613329,1.42021140466e-07,0.999589108814
0.92,-0.71,9.07228146714e-05,0.000319941338725,1.43233845888e-07,0.999589192613
0.93,-0.71,9.15293971702e-05,0.00031906363456,1.44471480658e-07,0.999589262497
0.94,-0.71,9.23453882341e-05,0.000318190445851,1.45734515104e-07,0.999589318431
0.95,-0.71,9.31708774387e-05,0.00031732171736,1.47023434217e-07,0.999589360382
0.96,-0.71,9.23991370487e-05,0.00031717130226,1.49484508338e-07,0.999590280076
0.97,-0.71,9.32512140461e-05,0.000316316278645,1.50828348992e-07,0.999590281679
0.98,-0.71,9.41131037136e-05,0.000315465474559,1.52199720442e-07,0.999590269222
0.99,-0.71,9.49848946723e-05,0.000314618831872,1.53599400176e-07,0.999590242674
1.0,-0.71,9.58666755211e-05,0.00031377629216,1.55029556657e-07,0.999590202003
1.01,-0.71,9.67585348497e-05,0.000312937796724,1.56489012639e-07,0.999590147179
1.02,-0.71,9.76605612089e-05,0.000312103286534,1.57980035032e-07,0.999590078172
1.03,-0.71,9.85728431129e-05,0.000311272702241,1.59502365965e-07,0.999589994952
1.04,-0.71,9.94954690274e-05,0.00031044598415,1.61055962746e-07,0.999589897491
1.05,-0.71,0.000100428527358,0.0003096230722,1.62641492571e-07,0.999589785759
1.06,-0.71,0.000101372106437,0.000308803905948,1.64259643257e-07,0.999589659728
1.07,-0.71,0.00010232629451,0.00030798842455,1.65911123847e-07,0.99958951937
1.08,-0.71,0.000103291179719,0.000307176566736,1.6759666522e-07,0.999589364657
