,,bilateral,inconclusive,left,right
0.27,-0.22,0.0182677114608,0.0657133860992,0.000577095446449,0.915441806993
0.28,-0.22,0.0184354888551,0.0653711729949,0.00057709808059,0.915616240069
0.29,-0.22,0.0186024625669,0.0650324343409,0.000577339420777,0.915787763671
0.3,-0.22,0.0187731892214,0.0646985065954,0.000577869873482,0.91595043431
0.31,-0.22,0.0189431142507,0.064366650361,0.000578571915623,0.916111663473
0.32,-0.22,0.0191130798675,0.0640405934121,0.000579538476537,0.916266788244
0.33,-0.22,0.0192886523862,0.0637150067925,0.000580674584231,0.916415666237
0.34,-0.22,0.0194633663717,0.0633934771695,0.000582048629823,0.916561107829
0.35,-0.22,0.0196421997658,0.0630762777824,0.00058366577307,0.916697856679
0.36,-0.22,0.0198214041914,0.0627582969614,0.000585454833735,0.916834844013
0.37,-0.22,0.0199998373609,0.0624462584305,0.000587522796458,0.916966381412
0.38,-0.22,0.0201835602445,0.0621336592913,0.000589703442523,0.917093077022
0.39,-0.22,0.0203711345295,0.0618256272563,0.000592105364924,0.917211132849
0.4,-0.22,0.020560129944,0.0615203930284,0.00059470254859,0.917324774479
0.41,-0.22,0.0207505797386,0.0612155556213,0.000597503938821,0.917436360701
0.42,-0.22,0.0209372214693,0.060914766361,0.000600601173035,0.917547410997
0.43,-0.22,0.0211262041581,0.0606141612593,0.000603828950155,0.917655805632
0.44,-0.22,0.0213216396999,0.0603164559425,0.00060723935775,0.917754665
0.45,-0.22,0.0215128278055,0.060026068778,0.000610979176814,0.91785012424
0.46,-0.22,0.0217059447113,0.0597357444602,0.000614911221816,0.917943399607
0.47,-0.22,0.0219047725905,0.0594452930167,0.000618940662279,0.91803099373
0.48,-0.22,0.0221097075332,0.0591564153814,0.000623159374065,0.918110717711
0.49,-0.22,0.0223119814298,0.0588693801512,0.000627590325183,0.918191048094
0.5,-0.22,0.0225091751353,0.0585859278303,0.000632299982231,0.918272597052
0.51,-0.22,0.0227194045279,0.0583012112122,0.000637107132952,0.918342277127
0.52,-0.22,0.0229310162721,0.0580184271995,0.000642090324649,0.918408466204
0.53,-0.22,0.0231421031174,0.0577419376101,0.000647389229077,0.918468570043
0.54,-0.22,0.0233531096333,0.0574647707786,0.00065287688885,0.918529242699
0.55,-0.22,0.0235681111227,0.0571891322423,0.000658578455114,0.91858417818
0.56,-0.22,0.0237822364692,0.0569148949686,0.000664495599222,0.918638372963
0.57,-0.22,0.0240035277398,0.0566437674996,0.000670642604194,0.918682062156
0.58,-0.22,0.0242202104654,0.0563757999065,0.000677072975663,0.918726916652
0.59,-0.22,0.0244409988134,0.0561075047243,0.000683609671588,0.918767886791
0.6,-0.22,0.0246635198693,0.0558414962418,0.000690439749323,0.91880454414
0.61,-0.22,0.0248921542796,0.0555772108144,0.00069749826231,0.918833136644
0.62,-0.22,0.0251125050308,0.0553172224054,0.00070483426373,0.9188654383
0.63,-0.22,0.0253361914584,0.0550581928362,0.000712425955466,0.91889318975
0.64,-0.22,0.0255617124515,0.0548020478554,0.000720292940654,0.918915946752
0.65,-0.22,0.0257926129312,0.0545450531155,0.000728329612649,0.918934004341
0.66,-0.22,0.0260296685452,0.0542879876689,0.00073659492807,0.918945748858
0.67,-0.22,0.0262676086888,0.0540340776011,0.000745126912015,0.918953186798
0.68,-0.22,0.0265071921176,0.0537808798855,0.000753912373446,0.918958015623
0.69,-0.22,0.0267499182775,0.0535324466719,0.000762913230177,0.91895472182
0.7,-0.22,0.0269958183215,0.0532809927364,0.00077220354303,0.918950985399
0.71,-0.22,0.0272420039069,0.0530321558161,0.000781815139577,0.918944025137
0.72,-0.22,0.0274843007918,0.0527901130854,0.000791810910437,0.918933775212
0.73,-0.22,0.0277374572345,0.0525445741682,0.000801906126826,0.91891606247
0.74,-0.22,0.0279881380559,0.052301889608,0.000812404865117,0.918897567471
0.75,-0.22,0.0282425358436,0.0520632579151,0.000823222220496,0.918870984021
0.76,-0.22,0.0284981051522,0.0518251617681,0.000834307366653,0.918842425713
0.77,-0.22,0.0287502100116,0.0515891284807,0.000845704146359,0.918814957361
0.78,-0.22,0.0290134165936,0.0513512061425,0.000857365216178,0.918778012048
0.79,-0.22,0.0292780990185,0.0511162898903,0.000869329824474,0.918736281267
0.8,-0.22,0.0295453173549,0.050882938085,0.000881682052458,0.918690062508
0.81,-0.22,0.0298173713438,0.0506473739755,0.000894173010234,0.918641081671
0.82,-0.22,0.0300884041515,0.0504165721591,0.000907200067176,0.918587823622
0.83,-0.22,0.0303596818105,0.05018990404,0.000920545313998,0.918529868836
0.84,-0.22,0.0306327125045,0.0499663186192,0.00093429643558,0.918466672441
0.85,-0.22,0.0309092803184,0.0497377704275,0.000948508277705,0.918404440976
0.86,-0.22,0.0311950423221,0.0495111056593,0.000962828901801,0.918331023117
0.87,-0.22,0.0314782643335,0.049290594863,0.000977679254709,0.918253461549
0.88,-0.22,0.0317686925548,0.04907042871,0.000992736711863,0.918168142023
0.89,-0.22,0.0320533446111,0.0488569633108,0.00100847967573,0.918081212402
0.9,-0.22,0.032352170413,0.0486372335223,0.00102412716148,0.917986468903
0.91,-0.22,0.032647449038,0.0484227142328,0.00104054896887,0.91788928776
0.92,-0.22,0.0329465780133,0.0482053292541,0.00105732797928,0.917790764753
0.93,-0.22,0.0332563127596,0.0479882150675,0.00107422442315,0.91768124775
0.94,-0.22,0.0335652233444,0.0477746422362,0.00109184309258,0.917568291327
0.95,-0.22,0.0338772865074,0.0475620047606,0.00110956454536,0.917451144187
0.96,-0.22,0.0341989674653,0.047346994114,0.00112796783419,0.917326070587
0.97,-0.22,0.0345191262847,0.0471359159885,0.00114692534497,0.917198032382
0.98,-0.22,0.0348398733165,0.0469245464528,0.00116632772873,0.917069252502
0.99,-0.22,0.0351612317514,0.0467175500063,0.00118634789176,0.916934870351
1.0,-0.22,0.0354948459397,0.0465069951079,0.00120609140353,0.916792067549
1.01,-0.22,0.0358306574482,0.046298003803,0.0012269235107,0.916644415238
1.02,-0.22,0.0361704001335,0.0460927102502,0.00124835045263,0.916488539164
1.03,-0.22,0.0365080628765,0.0458898350494,0.0012703084423,0.916331793632
1.04,-0.22,0.0368552393643,0.0456868025985,0.00129277696358,0.916165181074
1.05,-0.22,0.0372050082151,0.0454847181061,0.00131580620876,0.91599446747
1.06,-0.22,0.0375589385273,0.0452838810312,0.0013394118465,0.915817768595
1.07,-0.22,0.0379156525859,0.0450886997145,0.00136361015228,0.915632037547
1.08,-0.22,0.0382784871062,0.0448884921306,0.0013886717878,0.915444348975
1.09,-0.22,0.0386440880696,0.0446918727031,0.00141409044371,0.915249948784
1.1,-0.22,0.0390194627497,0.0444966906857,0.00143968865596,0.915044157909
1.11,-0.22,0.0393954145885,0.0442998437533,0.00146619342412,0.914838548234
1.12,-0.22,0.0397768740046,0.0441036527291,0.00149324133666,0.91462623193
1.13,-0.22,0.0401606235532,0.0439107879631,0.00152107899278,0.914407509491
1.14,-0.22,0.0405471991881,0.0437229081879,0.00154970670634,0.914180185918
1.15,-0.22,0.0409396888398,0.0435370477201,0.0015791248609,0.913944138579
1.16,-0.22,0.0413404191306,0.043347517631,0.00160895591039,0.913703107328
1.17,-0.22,0.0417438412411,0.0431610558906,0.0016395195541,0.913455583314
1.18,-0.22,0.0421522638726,0.042973961227,0.00167085104567,0.913202923855
1.19,-0.22,0.0425648226053,0.0427894599012,0.00170299739914,0.912942720094
1.2,-0.22,0.0429804689777,0.0426063963478,0.00173592439875,0.912677210276
1.21,-0.22,0.04341169387,0.0424212143098,0.0017694445054,0.912397647315
1.22,-0.22,0.0438467423961,0.042239200019,0.00180384452337,0.912110213062
1.23,-0.22,0.0442812205115,0.0420616506813,0.0018393434904,0.911817785317
1.24,-0.22,0.0447251952516,0.0418805328409,0.00187528815494,0.911518983753
1.25,-0.22,0.045172725005,0.0417040840617,0.00191234880919,0.911210842124
1.26,-0.22,0.0456320867898,0.0415287026221,0.00194979512866,0.910889415459
1.27,-0.22,0.0460967861708,0.0413497127556,0.00198818796294,0.910565313111
1.28,-0.22,0.0465781499202,0.0411745981201,0.00202728591599,0.910219966044
1.29,-0.22,0.0470516893311,0.0410049034115,0.00206814640006,0.909875260857
1.3,-0.22,0.0475505951597,0.040828747033,0.00210886961096,0.909511788196
1.31,-0.22,0.0480513742028,0.0406554855712,0.00215101127779,0.909142128948
1.32,-0.22,0.048555622913,0.0404898959287,0.00219451098317,0.908759970175
1.33,-0.22,0.0490631968299,0.0403258624115,0.00223909185938,0.908371848899
1.34,-0.22,0.0495907556093,0.0401550361998,0.00228426048839,0.907969947703
1.35,-0.22,0.0501124425731,0.0399917902971,0.00233048898653,0.907565278143
1.36,-0.22,0.0506553698251,0.0398287394289,0.00237781525254,0.907138075493
1.37,-0.22,0.0512089262062,0.0396665316722,0.00242642197945,0.906698120142
1.38,-0.22,0.051762174522,0.0395072959228,0.00247619895845,0.906254330597
1.39,-0.22,0.0523259588137,0.0393489055632,0.00252685319452,0.905798282429
1.4,-0.22,0.0529066951065,0.0391938083109,0.00257902227013,0.905320474312
1.41,-0.22,0.0534976648774,0.0390371499162,0.00263217771447,0.904833007492
1.42,-0.22,0.0541045395091,0.0388783449348,0.00268624441351,0.904330871143
1.43,-0.22,0.0547184418978,0.0387268356571,0.00274170047018,0.903813021975
1.44,-0.22,0.0553529880054,0.038579264253,0.00279882848712,0.903268919255
1.45,-0.22,0.0560035491948,0.0384266494733,0.00285624260134,0.902713558731
1.46,-0.22,0.056669313479,0.0382755394479,0.00291510638519,0.902140040688
1.47,-0.22,0.0573502305835,0.0381271853994,0.0029755363593,0.901547047658
1.48,-0.22,0.0580584692098,0.037981194198,0.00303667457535,0.900923662017
1.49,-0.22,0.058778290151,0.0378390391854,0.00309947425167,0.900283196412
1.5,-0.22,0.059523965854,0.037695636779,0.0031641170483,0.899616280319
1.51,-0.22,0.0602865448253,0.0375579588871,0.00322956242064,0.898925933867
1.52,-0.22,0.0610798253378,0.0374185377563,0.00329688469017,0.898204752216
1.53,-0.22,0.0619076217341,0.0372812933597,0.00336596310392,0.897445121802
1.54,-0.22,0.062755114934,0.0371528507496,0.00343760129205,0.896654433024
1.55,-0.22,0.0636453118574,0.0370177996557,0.00350947243247,0.895827416054
1.56,-0.22,0.0645755148739,0.03688330805,0.00358193023835,0.894959246838
1.57,-0.22,0.0655403753059,0.0367544152233,0.00365631479236,0.894048894678
1.58,-0.22,0.0665434099977,0.0366262425908,0.00373277101087,0.893097576401
1.59,-0.22,0.0675895046316,0.0365001375684,0.00381197706791,0.892098380732
1.6,-0.22,0.0686826195468,0.0363773588462,0.00389151623932,0.891048505368
1.61,-0.22,0.0698260872184,0.0362534047099,0.00397142805499,0.889949080017
1.62,-0.22,0.0710249079038,0.0361281951426,0.00405418666259,0.888792710291
1.63,-0.22,0.0722779448272,0.0360052078636,0.00413950785572,0.887577339453
1.64,-0.22,0.0735734804035,0.0358868643182,0.00422658140135,0.886313073877
1.65,-0.22,0.0749373642115,0.0357662938507,0.00431407057164,0.884982271366
1.66,-0.22,0.0763541190637,0.0356490958518,0.00440543482683,0.883591350258
1.67,-0.22,0.0778243595014,0.0355351958987,0.00449861806592,0.882141826534
1.68,-0.22,0.0793515246354,0.0354269365274,0.00459237473768,0.8806291641
1.69,-0.22,0.0809394439826,0.0353135375384,0.00468802548189,0.879058992997
-0.1,-0.21,0.0147303105773,0.0916017660529,0.00105836341521,0.892609559955
-0.09,-0.21,0.0148598201069,0.0908830137149,0.00103170691911,0.893225459259
-0.08,-0.21,0.0149923282855,0.0901796096791,0.00100672452343,0.893821337512
-0.07,-0.21,0.0151249372206,0.0894935283061,0.000983731160341,0.894397803313
-0.06,-0.21,0.0152589975846,0.0888241070659,0.000961758601685,0.894955136748
-0.05,-0.21,0.0153941976924,0.0881674937212,0.000940475567797,0.895497833019
-0.04,-0.21,0.0155279587996,0.0875272444796,0.000921233683561,0.896023563037
-0.03,-0.21,0.0156649950614,0.0869036434034,0.00090323550687,0.896528126028
-0.02,-0.21,0.015803883366,0.0862910401181,0.00088639564272,0.897018680873
-0.01,-0.21,0.0159481127918,0.0856916885304,0.000870651476744,0.897489547201
-5.55111512313e-17,-0.21,0.0160902717048,0.0851027637607,0.000855926783835,0.897951037751
0.01,-0.21,0.016237697166,0.084525805849,0.000842170390393,0.898394326595
0.02,-0.21,0.0163846510106,0.0839563620008,0.000829319177461,0.898829667811
0.03,-0.21,0.0165300080511,0.0834045869548,0.000817606022697,0.899247798971
0.04,-0.21,0.0166788110971,0.0828587206748,0.00080636706164,0.899656101166
0.05,-0.21,0.0168279674504,0.0823258004093,0.00079612455985,0.90005010758
0.06,-0.21,0.0169844156547,0.0818028007864,0.00078632884347,0.900426454715
0.07,-0.21,0.0171403579852,0.0812887910249,0.000777216699997,0.90079363429
0.08,-0.21,0.0172994042538,0.0807802002847,0.00076874715295,0.901151648309
0.09,-0.21,0.0174581250069,0.0802816788326,0.000760899105219,0.901499297055
0.1,-0.21,0.0176164356542,0.0797891230552,0.000753644511054,0.90184079678
0.11,-0.21,0.017775155389,0.0793066633513,0.000746940006035,0.902171241254
0.12,-0.21,0.0179346572747,0.0788355894497,0.000740868423414,0.902488884852
0.13,-0.21,0.0180993157361,0.0783678340689,0.000735177706622,0.902797672488
0.14,-0.21,0.0182669573705,0.0779067744467,0.000729966299465,0.903096301883
0.15,-0.21,0.0184364960355,0.0774554486962,0.000725240379861,0.903382814888
0.16,-0.21,0.0186115899912,0.077007668855,0.000720942389221,0.903659798765
0.17,-0.21,0.0187812714308,0.0765642078364,0.000717073143291,0.90393744759
0.18,-0.21,0.0189537965949,0.0761314081099,0.000713621220963,0.904201174074
0.19,-0.21,0.0191337733241,0.0757021057151,0.000710551033721,0.904453569927
0.2,-0.21,0.0193105774215,0.0752808385128,0.000707932537424,0.904700651528
0.21,-0.21,0.019490924843,0.0748651160573,0.000705595011535,0.904938364088
0.22,-0.21,0.0196682131924,0.0744522327986,0.00070365459319,0.905175899416
0.23,-0.21,0.0198479718016,0.0740479567366,0.000702208595853,0.905401862866
0.24,-0.21,0.0200336994852,0.0736431759521,0.0007009099925,0.90562221457
0.25,-0.21,0.0202172759332,0.0732418885093,0.00069994213726,0.90584089342
0.26,-0.21,0.0204030572906,0.0728481338215,0.000699295536755,0.906049513351
0.27,-0.21,0.0205869725679,0.0724619383442,0.00069905811592,0.906252030972
0.28,-0.21,0.020775421851,0.0720761649869,0.000699044290849,0.906449368871
0.29,-0.21,0.0209706358288,0.07169436406,0.000699281658479,0.906635718453
0.3,-0.21,0.0211672937931,0.0713155303306,0.000699703218335,0.906817472658
0.31,-0.21,0.0213634223676,0.0709423097608,0.000700531093706,0.906993736778
0.32,-0.21,0.0215639212022,0.0705718218678,0.000701618540505,0.90716263839
0.33,-0.21,0.0217636743794,0.0702020138618,0.000702980102036,0.907331331657
0.34,-0.21,0.0219618151255,0.0698397150091,0.000704678042258,0.907493791823
0.35,-0.21,0.0221606573386,0.0694827696437,0.000706634891585,0.907649938126
0.36,-0.21,0.0223675127138,0.0691270755208,0.000708821492943,0.907796590272
0.37,-0.21,0.0225734471049,0.0687762704681,0.000711290742313,0.907938991685
0.38,-0.21,0.0227793289403,0.0684265480331,0.000713979940469,0.908080143086
0.39,-0.21,0.0229915649023,0.0680788796855,0.00071690262445,0.908212652788
0.4,-0.21,0.0232031945088,0.0677344208579,0.0007201041839,0.908342280449
0.41,-0.21,0.0234199078741,0.067390111504,0.000723534891306,0.908466445731
0.42,-0.21,0.0236345091636,0.0670509816231,0.000727290182371,0.908587219031
0.43,-0.21,0.0238538677333,0.066712753696,0.000731234765742,0.908702143805
0.44,-0.21,0.0240793444533,0.0663838409775,0.000735527629589,0.90880128694
0.45,-0.21,0.0243017472502,0.0660541461354,0.000739985283779,0.908904121331
0.46,-0.21,0.0245291994807,0.0657252621009,0.000744680475155,0.909000857943
0.47,-0.21,0.0247537546608,0.065401071191,0.000749663965005,0.909095510183
0.48,-0.21,0.0249792003283,0.0650792646558,0.000754932070546,0.909186602945
0.49,-0.21,0.025206476096,0.0647579442891,0.000760461871154,0.909275117744
0.5,-0.21,0.0254419644682,0.0644441415344,0.000766222544657,0.909347671453
0.51,-0.21,0.0256762649462,0.0641283858149,0.000772234744475,0.909423114494
0.52,-0.21,0.0259161786981,0.0638130875171,0.000778461304616,0.90949227248
0.53,-0.21,0.0261562012451,0.0635030205383,0.000784991425387,0.909555786791
0.54,-0.21,0.0264047279829,0.0631881485395,0.000791572914924,0.909615550563
0.55,-0.21,0.0266493643625,0.0628815340729,0.000798609648626,0.909670491916
0.56,-0.21,0.0268956605081,0.0625750448677,0.000805901972484,0.909723392652
0.57,-0.21,0.027143993703,0.0622705596409,0.000813466381128,0.909771980275
0.58,-0.21,0.0273932592692,0.0619680516478,0.000821360957031,0.909817328126
0.59,-0.21,0.0276464387341,0.0616694752672,0.000829495062244,0.909854590936
0.6,-0.21,0.0279034916394,0.0613708864015,0.000837897604667,0.909887724354
0.61,-0.21,0.028165122128,0.0610744581213,0.000846585402628,0.909913834348
0.62,-0.21,0.0284288511992,0.0607780175763,0.000855452928124,0.909937678296
0.63,-0.21,0.0286864217535,0.0604897731329,0.000864824041731,0.909958981072
0.64,-0.21,0.0289511825023,0.0601996104446,0.000874433404502,0.909974773649
0.65,-0.21,0.0292141126829,0.0599133603779,0.000884380606264,0.909988146333
0.66,-0.21,0.0294786438772,0.0596316660401,0.000894596327986,0.909995093755
0.67,-0.21,0.0297441657819,0.0593515676718,0.000905169791565,0.909999096755
0.68,-0.21,0.030011373012,0.059072314295,0.000916066030039,0.910000246663
0.69,-0.21,0.0302813453774,0.0587955562045,0.000927278867202,0.909995819551
0.7,-0.21,0.0305609997546,0.0585225122261,0.000938790650003,0.909977697369
0.71,-0.21,0.0308421794387,0.0582456383189,0.000950605486887,0.909961576755
0.72,-0.21,0.0311278920303,0.0579692847814,0.000962734243626,0.909940088945
0.73,-0.21,0.0314153648384,0.0576984669132,0.00097524946484,0.909910918784
0.74,-0.21,0.031704590616,0.0574258069801,0.000988099767853,0.909881502636
0.75,-0.21,0.0319994167257,0.0571550340329,0.00100125128562,0.909844297956
0.76,-0.21,0.0322964613085,0.0568867909284,0.0010148197169,0.909801928046
0.77,-0.21,0.03259214941,0.0566222910426,0.00102885698996,0.909756702557
0.78,-0.21,0.0328905653303,0.0563608178113,0.00104322243973,0.909705394419
0.79,-0.21,0.0331912588819,0.0561017851755,0.00105801986694,0.909648936076
0.8,-0.21,0.033486834882,0.0558478133319,0.00107329940062,0.909592052385
0.81,-0.21,0.0338000921643,0.055589059256,0.00108881610382,0.909522032476
0.82,-0.21,0.0341188611471,0.055332447322,0.00110440284245,0.909444288688
0.83,-0.21,0.0344372517639,0.0550761748627,0.00112078560604,0.909365787767
0.84,-0.21,0.0347606210245,0.0548211197,0.0011375493759,0.9092807099
0.85,-0.21,0.0350837548451,0.0545707349902,0.00115483404755,0.909190676117
0.86,-0.21,0.0354006254056,0.0543257405983,0.00117270890376,0.909100925092
0.87,-0.21,0.0357339659397,0.0540781941162,0.00119030973085,0.908997530213
0.88,-0.21,0.0360698820105,0.0538294618676,0.00120921755875,0.908891438563
0.89,-0.21,0.0364124629455,0.0535801888575,0.00122809128176,0.908779256915
0.9,-0.21,0.0367517762601,0.053336294456,0.00124764074647,0.908664288537
0.91,-0.21,0.0370943822567,0.0530937031669,0.00126769877543,0.908544215801
0.92,-0.21,0.0374470019572,0.052850988617,0.00128784395552,0.90841416547
0.93,-0.21,0.0378025357381,0.0526073212119,0.0013087446081,0.908281398442
0.94,-0.21,0.0381637005119,0.0523630955939,0.00133013794255,0.908143065952
0.95,-0.21,0.0385330724137,0.0521213172228,0.00135213537021,0.907993474993
0.96,-0.21,0.0389042647149,0.0518849137594,0.00137480284998,0.907836018676
0.97,-0.21,0.0392754140658,0.0516499251229,0.00139814045196,0.907676520359
0.98,-0.21,0.0396559897839,0.0514147822561,0.00142188482991,0.90750734313
0.99,-0.21,0.0400333328482,0.0511833145545,0.00144616101084,0.907337191586
1.0,-0.21,0.0404187832872,0.0509519569606,0.00147115826018,0.907158101492
1.01,-0.21,0.0408076878623,0.0507197391177,0.00149671664432,0.906975856376
1.02,-0.21,0.0411997976293,0.0504905373874,0.00152280311101,0.906786861872
1.03,-0.21,0.0416007058193,0.0502595342992,0.00154946554924,0.906590294332
1.04,-0.21,0.0420025032789,0.0500348678043,0.00157696367447,0.906385665242
1.05,-0.21,0.0424097032869,0.0498084360494,0.00160511326759,0.906176747396
1.06,-0.21,0.042816774217,0.0495880928172,0.00163398789091,0.905961145075
1.07,-0.21,0.043228484631,0.0493704749454,0.00166352353518,0.905737516888
1.08,-0.21,0.0436565143964,0.0491485301232,0.0016936284694,0.905501327011
1.09,-0.21,0.0440867658663,0.0489273352061,0.00172430565815,0.90526159327
1.1,-0.21,0.0445191542127,0.0487083716866,0.00175603018926,0.905016443911
1.11,-0.21,0.0449580869581,0.0484923018603,0.00178853632974,0.904761074852
1.12,-0.21,0.0454098531387,0.0482791469046,0.00182180481122,0.904489195146
1.13,-0.21,0.0458660909523,0.0480636454952,0.00185572847199,0.90421453508
1.14,-0.21,0.0463260226093,0.0478490421985,0.00189048465137,0.903934450541
1.15,-0.21,0.0467848241329,0.0476412416045,0.00192599035266,0.90364794391
1.16,-0.21,0.0472623970699,0.0474264644481,0.00196193474184,0.90334920374
1.17,-0.21,0.0477415957976,0.047225051935,0.00199927717442,0.903034075093
1.18,-0.21,0.0482280170366,0.0470157170751,0.00203751744103,0.902718748447
1.19,-0.21,0.048715383171,0.0468094955986,0.00207668487777,0.902398436353
1.2,-0.21,0.0492225227103,0.0466024756347,0.00211654469132,0.902058456964
1.21,-0.21,0.049732026779,0.0463999841278,0.00215680971165,0.901711179382
1.22,-0.21,0.0502546009199,0.0461991045753,0.00219870102826,0.901347593477
1.23,-0.21,0.0507860031839,0.0459944625664,0.00224104293549,0.900978491314
1.24,-0.21,0.051319337457,0.045793183275,0.00228456212088,0.900602917147
1.25,-0.21,0.0518604511287,0.0455957823311,0.00232927236032,0.90021449418
1.26,-0.21,0.0524137159208,0.0453991417557,0.00237494429362,0.89981219803
1.27,-0.21,0.0529692827181,0.0452058717655,0.00242168122972,0.899403164287
1.28,-0.21,0.0535415833869,0.0450101431264,0.00246952166691,0.89897875182
1.29,-0.21,0.0541264179212,0.0448161173006,0.00251826966981,0.898539195108
1.3,-0.21,0.0547176258426,0.0446223036854,0.00256808829788,0.898091982174
1.31,-0.21,0.0553206661621,0.0444346060439,0.00261884315249,0.897625884642
1.32,-0.21,0.0559442597948,0.0442457528752,0.00267084640581,0.897139140924
1.33,-0.21,0.0565712490085,0.0440623632042,0.00272463466984,0.896641753117
1.34,-0.21,0.0572121976124,0.0438766054508,0.00277921277571,0.896131984161
1.35,-0.21,0.0578645474065,0.0436967818886,0.00283500851666,0.895603662188
1.36,-0.21,0.0585400004663,0.0435123926917,0.00289169768989,0.895055909152
1.37,-0.21,0.0592185112908,0.0433360357772,0.00295060913123,0.894494843801
1.38,-0.21,0.0599147576043,0.0431597703708,0.00301073042921,0.893914741596
1.39,-0.21,0.0606413392235,0.0429814894614,0.00307117619331,0.893305995122
1.4,-0.21,0.0613816822114,0.0428116547229,0.00313383390132,0.892672829164
1.41,-0.21,0.062141682456,0.0426389748051,0.00319750801707,0.892021834722
1.42,-0.21,0.062927489604,0.0424641330539,0.00326238950644,0.891345987836
1.43,-0.21,0.0637344621964,0.0422976975294,0.00332878767981,0.890639052594
1.44,-0.21,0.0645734543634,0.0421296139499,0.00339591168664,0.88990102
1.45,-0.21,0.0654364635897,0.0419664760177,0.00346542172936,0.889131638663
1.46,-0.21,0.0663470340261,0.0418011137043,0.00353568024548,0.888316172024
1.47,-0.21,0.0672837931069,0.0416392019734,0.00360755634853,0.887469448571
1.48,-0.21,0.0682547713823,0.0414851615948,0.00368280236083,0.886577264662
1.49,-0.21,0.0692707837413,0.0413270066097,0.00375757695945,0.885644632689
1.5,-0.21,0.0703257081306,0.0411735492012,0.00383419616367,0.884666546504
1.51,-0.21,0.0714260632566,0.0410194353573,0.00391429857225,0.883640202814
1.52,-0.21,0.0725753087459,0.040869097036,0.00399528712412,0.882560307094
1.53,-0.21,0.0737754825674,0.0407222086423,0.00407649002019,0.88142581877
1.54,-0.21,0.075036852188,0.0405730295265,0.00416047275936,0.880229645526
1.55,-0.21,0.0763487754303,0.0404284355065,0.0042451919025,0.878977597161
1.56,-0.21,0.0777236252207,0.0402818399716,0.00433110076761,0.87766343404
1.57,-0.21,0.079153052237,0.0401425076539,0.00441791806881,0.87628652204
1.58,-0.21,0.080642844958,0.0400005287518,0.00450972315002,0.87484690314
1.59,-0.21,0.0821967511421,0.0398591041292,0.00460085336766,0.873343291361
1.6,-0.21,0.0838098485622,0.0397209058005,0.00469576127215,0.871773484365
1.61,-0.21,0.0854893181844,0.0395847441546,0.00479113057375,0.870134807087
1.62,-0.21,0.0872182368251,0.0394527074228,0.00488865062389,0.868440405128
1.63,-0.21,0.0890152094701,0.039321425948,0.00498879037328,0.866674574209
1.64,-0.21,0.0908637506179,0.0391922815609,0.0050895820953,0.864854385726
1.65,-0.21,0.0927769430291,0.0390600157544,0.00519472852736,0.862968312689
1.66,-0.21,0.094733652637,0.038942036172,0.00530164197287,0.861022669218
1.67,-0.21,0.0967424556766,0.0388225665325,0.00540881174894,0.859026166042
1.68,-0.21,0.0988097478933,0.0386999009426,0.00551753468537,0.856972816479
1.69,-0.21,0.100928022248,0.0385841532337,0.00563021218606,0.854857612332
-0.1,-0.2,0.0165282186863,0.101665558655,0.00130709761633,0.880499125042
-0.09,-0.2,0.0166753054897,0.100841694782,0.00127330140589,0.881209698322
-0.08,-0.2,0.0168223919692,0.100035206906,0.00124159146467,0.88190080966
-0.07,-0.2,0.0169743514817,0.0992501205718,0.00121186379789,0.882563664149
-0.06,-0.2,0.0171279876566,0.0984821872668,0.00118399225119,0.883205832825
-0.05,-0.2,0.0172820663269,0.0977327682197,0.00115826373067,0.883826901723
-0.04,-0.2,0.0174393055486,0.0969992829902,0.00113372480276,0.884427686658
-0.03,-0.2,0.0175982829835,0.0962840544554,0.00111075723544,0.885006905326
-0.02,-0.2,0.0177607549548,0.0955847024756,0.00108926742778,0.885565275142
-0.01,-0.2,0.0179232508767,0.0949012608242,0.00106917605833,0.886106312241
-5.55111512313e-17,-0.2,0.0180839038426,0.0942262392927,0.00105038466746,0.886639472197
0.01,-0.2,0.0182503619873,0.093569691074,0.0010328188425,0.887147128096
0.02,-0.2,0.0184164173359,0.0929229742196,0.00101565051518,0.887644957929
0.03,-0.2,0.0185850938058,0.0922903237769,0.0010003254038,0.888124257014
0.04,-0.2,0.0187576249351,0.0916721331265,0.000986030549952,0.888584211388
0.05,-0.2,0.0189306490008,0.0910644527747,0.000972987965846,0.889031910259
0.06,-0.2,0.0191034396922,0.0904690564859,0.000960803188133,0.889466700634
0.07,-0.2,0.0192823844074,0.0898820360212,0.000949168985397,0.889886410586
0.08,-0.2,0.0194609815157,0.0893035254478,0.000938357323161,0.890297135713
0.09,-0.2,0.0196453423391,0.0887370314528,0.000928328236496,0.890689297972
0.1,-0.2,0.0198275672203,0.0881815725726,0.000919049094985,0.891071811112
0.11,-0.2,0.0200153949737,0.0876319125411,0.000910475657414,0.891442216828
0.12,-0.2,0.0202016522321,0.0870954109868,0.000902590784165,0.891800345997
0.13,-0.2,0.0203875229444,0.0865626705508,0.000895438071276,0.892154368434
0.14,-0.2,0.0205819931879,0.0860435094271,0.00088877351304,0.892485723872
0.15,-0.2,0.0207740662324,0.0855307447181,0.000882704553022,0.892812484496
0.16,-0.2,0.0209682975967,0.0850247803296,0.000877220486604,0.893129701587
